text_translated,liststring
"it's hard to order a location even though the location is activated, please post good, update the application is bad",susah order lokasi pdhal diaktkan lokasi tolong pos baik perbaruhui jelek aplikasi
disappointed to send goods on 26oct until 12nov 1 surabaya jember province very slow courier disappointed when goods received buy cod deposit money 3 7 days post sale need money capital please be good cod system is worth it don't open cod system,kecewa kirim barang tangal 26okt sampek tangal 12nov 1provinsi surabaya jember banget kurir lambat kecewa pas brang terima beli uang setor codnya 3 7harian pos jual butuh uang modal tolong baik sistem cod layak gausah deh buka sistem cod
"good application, easy online business, easy booking, which one to send, please upgrade",aplikasi bagus mudah bisnis online mudah boking kirim mana moga upgrade
"The system craves the benefit of telling the recipient to fill in the data and email to select the pick up feature, how do you send 20 data letters to the recipient, the contents of the post are bad, the pick up is bad",sistem ngeribetin faedah suruh isi data si terima serta email guna pilih fitur pick up bagaimana anda kirim 20 surat data si terima isi buang pos kesini buruk pick up an
great help with this easy order cod non cod hopefully pt pos indonesia will thrive,mantab bantu order mudah ini cod non cod moga kembang pt pos indonesia
"check at 06 52 in the morning, receive the district city, clock gin, move the city of the sub-district head, be patient with the package, congratulations, pos Indonesia",cek jam 06 52 pagi terima kota kabupaten jam gin gerak kota camat sabarin deh paket selamat jaya pos indonesia
the application helps sometimes the qob order connects to the server even though the item has to be sent hopefully it's good thank you,aplikasi bantu kadang order qob nyambung server pdhal barang harus kirim moga baik terimakasih
disappointed because a trusted courier sells promises 2 3 2 weeks for sure,kecewa karena kurir amanah jual janji 2 3 2mingu pasti
"Pos Indonesia brand couriers use a full digital platform, it's easy for baseball players to send goods and pickup services, cod tracking, check rates",pos brand kurir pos indonesia mengunakan platform ful digital mudah pebisol kirim barang serta jasa pickup cod tracking cek tarif
"I'm booking online using qpos. Web printing labels are available strange, please the system is good, thank you",sya boking online pke qpos web cetak label sedia aneh tolong sistem baik terima kasih
service like anj package 4 12 closes need good service bro,layan kayak anj paket 4 12 tutup perlu layan bagus anj bang
"really bad money holding 2 million has received goods for a week, money comes in, replaces jnt quickly tired of posting",bener2 buruk uang tahan 2 juta sudah semingu terima barang uang masukm ganti jnt cepat capek pos
app login logout app uinstall reinstall login menu log,aplikasi login logout aplikasi uinstal instal ulang login menu log
good application here how come it was bad yesterday network error an input data cod,aplikasi bagus kesini kok buruk kemarin network eror an input data cod
"the application is difficult to cook, iy Labuhanbatu district, looking for the sub-district head, ordered the web in turn to open the web email when it was wrong, it's like that, if the cod confirms the goods returned with the basis of buying, they don't accept buying, unloading money, accepting the courier, if it's like selling gin, it's a loss, already paid postage, please be kind, serve like the expedition is not correct, cust for unloading",aplikasi ny susah masak iy kabupaten labuhanbatu cari camat suruh web gilir buka web email pas salah ny sih sudah gitu kalau cod konfirmasi barang retur dengan alas beli tidak terima beli bongkar uang terima kurir kalau kayak gin jual rugi sudah bayar ongkos kirim delu tolong baik layan seperti ekspedisi tidak benar cust untuk bongkar
"the application helps to track accurately, you can check fast postage, steady post",aplikasi bantu untuk lacak akurat bisa cek ongkos kirim cpt mantap pos
"a week, don't order, send cod tlg well, let me not see the rain",seminguan ngk order kirim cod tlg baik biar ngk tingalin pelang min
"waiting, no more hassle at home, just using the post, easy to use, just at home, just waiting for the Indonesian postal champion to pick up",ditungu2 ngak repot lagi rumah tingal pakai pos mudah pengunanya santuy rumah tingal nungu pickup juara pos indonesia
the gun application pays for an update so that the hook pays then the market bumn link is independent bri thank you,aplikasi gun bayar update biar kait bayar lalu market bumn link mandir bri terimakasih
postal service but my nephew feels like my nephew is proof of violation Thursday paid postage Saturday stnk sent home yesterday my sister is proof of violation because I forgot to bring my sim thursday paid postage Thursday stnk haven't sent home 1 week finally I came to the post office stacked drawers circulation table,layan pos tpt saya serasa ponakan saya bukti pelanggaran kamis bayar pos sabtu stnk kirim rumah kemarin adek saya bukti pelanggaran karena lupa bawa sim kamis bayar pos kamis stnk belum kirim rumah dh 1 minggu akirnya saya datangin kantorpos tumpuk laci meja edar
"buy a 10k voucher, enter the pid voucher together and pay the shipping fee for the promo vouchers",nyebelin voucher 10rb masukn vouchernya pid bareng kembali bayar ongkos kirim promo voucher2 an
please authorize the post office to say the courier eats cod money selling online proof of goods received status not yet money not deposited 10 receipts cod money has not been deposited but goods have been bought confirmation buy search post office struggles to support family is difficult like capital when eating with courier postal duties are responsible,tolong wenang kantor pos bilang kurir makanin uang cod jual online bukti barang uda terima status belum uang belum setor 10 resi uang cod belum setor tapi barang uda beli konfirmasi beli telusur kantor pos juang nafkahin keluarga sulit sperti modal pas pas makan sm kurir tugas pos bertangung
"help it's hard to check site post rates, sometimes the application is accurate",bantu susah ngecek tarif pos situs kadang akurat aplikasi
"what application is really disappointed, error opens, helps smooth business, makes the business go bankrupt, customer cancels because of the trobel quality application, reseller advice, don't use Indonesian postal cod, business loss application",aplikasi apan benar2 kecewa eror buka bantu lancar bisnis bikin usaha bangkrut customer cancel gara2 aplikasi mutu trobel hari saran reseler jangan mengunakan cod pos indonesia aplikasi rugi usaha
the application is not inferior to the need for expedition golong pos indonesia senior drpd,aplikasi tidak kalah dengan perlu expedisi golong pos indonesia senior drpd
"responsive lightweight application, hopefully the developer will be looking for pokemon in the future",aplikasi ringan responsif moga depa semangat developer cari pokemon
"Sis, please send history, give me the baseball receipt number, the cod payment model, easy to track the position of the goods, carry paper, fill in the receipt number, efficiently, save paper, sometimes it gets lost, thank you",kak tolong histori kirim kasih nomor resi pebisol model bayar cod mudah lacak posisi barang bawa kertas isi no resi efisien simpan kertas kadang hilang terimakasih
